Bank Name,MSB,LSB,Patch Name,PC
[SR-JV80-05 World Collection],89,08,AsiaCYM Menu,75
[SR-JV80-05 World Collection],89,08,Gong Menu,76
[SR-JV80-05 World Collection],89,08,Gong /,77
[SR-JV80-05 World Collection],89,08,China Menu,78
[SR-JV80-05 World Collection],89,08,Kabuki Menu,79
[SR-JV80-05 World Collection],89,08,Biwa,80
[SR-JV80-05 World Collection],89,08,Genderous,81
[SR-JV80-05 World Collection],89,08,Temple Metal,82
[SR-JV80-05 World Collection],89,08,Gomelan Tuti,83
[SR-JV80-05 World Collection],89,08,African Snow,84
[SR-JV80-05 World Collection],89,08,Bonang-Gam,85
[SR-JV80-05 World Collection],89,08,Gamelan x4,86
[SR-JV80-05 World Collection],89,08,Saron-Gameln,87
[SR-JV80-05 World Collection],89,08,Temple Chime,88
[SR-JV80-05 World Collection],89,08,Prayer Bowls,89
[SR-JV80-05 World Collection],89,08,Hiten Bells,90
[SR-JV80-05 World Collection],89,08,Trash Metal,91
[SR-JV80-05 World Collection],89,08,Singing Bell,92
[SR-JV80-05 World Collection],89,08,Rama Chimes,93
[SR-JV80-05 World Collection],89,08,Rama Cymbals,94
[SR-JV80-05 World Collection],89,08,Tibet Bells,95
[SR-JV80-05 World Collection],89,08,Big Bowls,96
[SR-JV80-05 World Collection],89,08,Spoke Mallet,97
[SR-JV80-05 World Collection],89,08,Shakuhachi,98
[SR-JV80-05 World Collection],89,08,Shaku Accent,99
[SR-JV80-05 World Collection],89,08,Shakueko,100
[SR-JV80-05 World Collection],89,08,Pipe Melodi,101
[SR-JV80-05 World Collection],89,08,Flautwist,102
[SR-JV80-05 World Collection],89,08,Flute Press,103
[SR-JV80-05 World Collection],89,08,Zamponia,104
[SR-JV80-05 World Collection],89,08,Wosh Chiff,105
[SR-JV80-05 World Collection],89,08,Tramaloo,106
[SR-JV80-05 World Collection],89,08,FantasicPipe,107
[SR-JV80-05 World Collection],89,08,Pan Pipe /,108
[SR-JV80-05 World Collection],89,08,Random Zamp,109
[SR-JV80-05 World Collection],89,08,Zampona tr 2,110
[SR-JV80-05 World Collection],89,08,Ethno Pipes 1,111
[SR-JV80-05 World Collection],89,08,Ethno Pipes 2,112
[SR-JV80-05 World Collection],89,08,Ethno Pipes 3,113
[SR-JV80-05 World Collection],89,08,Ocarina 3,114
[SR-JV80-05 World Collection],89,08,Quena,115
[SR-JV80-05 World Collection],89,08,Kawala,116
[SR-JV80-05 World Collection],89,08,Kawallabe,117
[SR-JV80-05 World Collection],89,08,Romance Exp,118
[SR-JV80-05 World Collection],89,08,Wind 7 Split,119
[SR-JV80-05 World Collection],89,08,Uni-Jig Pan,120
[SR-JV80-05 World Collection],89,08,OcarinaLead,121
[SR-JV80-05 World Collection],89,08,Zamp Lead,122
[SR-JV80-05 World Collection],89,08,Blown Touch,123
[SR-JV80-05 World Collection],89,08,Barkit,124
[SR-JV80-05 World Collection],89,08,Jungle Pipes,125
[SR-JV80-05 World Collection],89,08,C Shell+echo,126
[SR-JV80-05 World Collection],89,08,Atmospluck,127
[SR-JV80-05 World Collection],89,09,Afroharp Arq,128
[SR-JV80-05 World Collection],89,09,East/WestPIk,129
[SR-JV80-05 World Collection],89,09,Koto,130
[SR-JV80-05 World Collection],89,09,Zhueng,131
[SR-JV80-05 World Collection],89,09,Kotokeum,132
[SR-JV80-05 World Collection],89,09,Kayakeum Plk,133
[SR-JV80-05 World Collection],89,09,Asian Dawn,134
[SR-JV80-05 World Collection],89,09,Shamisen,135
[SR-JV80-05 World Collection],89,09,Noo Tye Whan,136
[SR-JV80-05 World Collection],89,09,Time Vault,137
[SR-JV80-05 World Collection],89,09,Afroharp 1,138
[SR-JV80-05 World Collection],89,09,OctHarp,139
[SR-JV80-05 World Collection],89,09,ChineseOrch2,140
[SR-JV80-05 World Collection],89,09,Euro Zither,141
[SR-JV80-05 World Collection],89,09,AfricaZither,142
[SR-JV80-05 World Collection],89,09,Zithgliss,143
[SR-JV80-05 World Collection],89,09,Hmr.Dulcimer,144
[SR-JV80-05 World Collection],89,09,Cymbalom,145
[SR-JV80-05 World Collection],89,09,Brt.Dulcimer,146
[SR-JV80-05 World Collection],89,09,Yangchin 1,147
[SR-JV80-05 World Collection],89,09,EasternTwang,148
[SR-JV80-05 World Collection],89,09,12th Knight,149
[SR-JV80-05 World Collection],89,09,Bandolim,150
[SR-JV80-05 World Collection],89,09,Cavaquinho,151
[SR-JV80-05 World Collection],89,09,Oud,152
[SR-JV80-05 World Collection],89,09,Mondo Oud!,153
[SR-JV80-05 World Collection],89,09,HybridStrung,154
[SR-JV80-05 World Collection],89,09,GlobalChorus,155
[SR-JV80-05 World Collection],89,09,Kanoum,156
[SR-JV80-05 World Collection],89,09,MultieastPix,157
[SR-JV80-05 World Collection],89,09,Yuehchin,158
[SR-JV80-05 World Collection],89,09,Crossbreed,159
[SR-JV80-05 World Collection],89,09,SoftRezituar,160
[SR-JV80-05 World Collection],89,09,Ethnic VLNx3,161
[SR-JV80-05 World Collection],89,09,Singil Piper,162
[SR-JV80-05 World Collection],89,09,Kulture Shok,163
[SR-JV80-05 World Collection],89,09,Erhu Lead,164
[SR-JV80-05 World Collection],89,09,ChineseOrch l,165
[SR-JV80-05 World Collection],89,09,Mosque Reeds,166
[SR-JV80-05 World Collection],89,09,E.Com Lead 1,167
[SR-JV80-05 World Collection],89,09,Piri Solo,168
[SR-JV80-05 World Collection],89,09,Mizmar,169
[SR-JV80-05 World Collection],89,09,Shahnai,170
[SR-JV80-05 World Collection],89,09,Hichirick,171
[SR-JV80-05 World Collection],89,09,VeloBagpipes,172
[SR-JV80-05 World Collection],89,09,Bagpipes,173
[SR-JV80-05 World Collection],89,09,Dholla Menu,174
[SR-JV80-05 World Collection],89,09,Egypt Tablah,175
[SR-JV80-05 World Collection],89,09,Madal Menu,176
[SR-JV80-05 World Collection],89,09,Dholak Menu,177
[SR-JV80-05 World Collection],89,09,TablaProcess,178
[SR-JV80-05 World Collection],89,09,Tinjaw,179
[SR-JV80-05 World Collection],89,09,Moroco FX,180
[SR-JV80-05 World Collection],89,09,Arabian,181
[SR-JV80-05 World Collection],89,09,TablanRhythm,182
[SR-JV80-05 World Collection],89,09,Tablafun,183
[SR-JV80-05 World Collection],89,09,Rattabla,184
[SR-JV80-05 World Collection],89,09,Sitarchestra,185
[SR-JV80-05 World Collection],89,09,Ravis Axe,186
[SR-JV80-05 World Collection],89,09,Passag2India,187
[SR-JV80-05 World Collection],89,09,Tambra Swirl,188
[SR-JV80-05 World Collection],89,09,Sitar ++,189
[SR-JV80-05 World Collection],89,09,Movie Synth,190
[SR-JV80-05 World Collection],89,09,Sitarsqeezer,191
[SR-JV80-05 World Collection],89,09,Sitar Gliss,192
[SR-JV80-05 World Collection],89,09,Tambura,193
[SR-JV80-05 World Collection],89,09,Tamb. Drone,194
[SR-JV80-05 World Collection],89,09,Breath Drum,195
[SR-JV80-05 World Collection],89,09,Tribe Switch,196
[SR-JV80-05 World Collection],89,09,Perc. Hit 1,197
[SR-JV80-05 World Collection],89,09,Perc. Hit 2,198
[SR-JV80-05 World Collection],89,09,Big Perc.Hit,199
[SR-JV80-05 World Collection],89,09,Doira Drum,200
[SR-JV80-05 World Collection],89,09,Bendir,201
[SR-JV80-05 World Collection],89,09,Chekere /,202
[SR-JV80-05 World Collection],89,09,Rek Menu,203
[SR-JV80-05 World Collection],89,09,Shaker Menu,204
[SR-JV80-05 World Collection],89,09,Caixa Menu,205
[SR-JV80-05 World Collection],89,09,Cowbell Menu,206
[SR-JV80-05 World Collection],89,09,Bongo Set,207
[SR-JV80-05 World Collection],89,09,Guiro /,208
[SR-JV80-05 World Collection],89,09,Samba Menu,209
[SR-JV80-05 World Collection],89,09,Pandeiro Menu,210
[SR-JV80-05 World Collection],89,09,Surdo Menu,211
[SR-JV80-05 World Collection],89,09,Cuica,212
[SR-JV80-05 World Collection],89,09,Rain Stick,213
[SR-JV80-05 World Collection],89,09,Rotating Drm,214
[SR-JV80-05 World Collection],89,09,BellsOfSarna,215
[SR-JV80-05 World Collection],89,09,Comb.Loop I,216
[SR-JV80-05 World Collection],89,09,Comb Loop 2,217
[SR-JV80-05 World Collection],89,09,Conb.Loop 3,218
[SR-JV80-05 World Collection],89,09,Comb.Loop 4,219
[SR-JV80-05 World Collection],89,09,Comb-Loop 5,220
[SR-JV80-05 World Collection],89,09,Comb.Loop 6,221
[SR-JV80-05 World Collection],89,09,Slow.Loop 1,222
[SR-JV80-05 World Collection],89,09,2Bar Loop 1,223
[SR-JV80-05 World Collection],89,09,2Bar Loop 2,224
[SR-JV80-05 World Collection],89,09,2Bar Loop 3,225
[SR-JV80-05 World Collection],89,09,CylicSweep 6,226
[SR-JV80-05 World Collection],89,09,Special Loop,227
[SR-JV80-05 World Collection],89,09,Samba Break/,228
[SR-JV80-05 World Collection],89,09,Bushroot,229
[SR-JV80-05 World Collection],89,09,Didgeridrone,230
[SR-JV80-05 World Collection],89,09,Dingodrone,231
[SR-JV80-05 World Collection],89,09,Didgeridoo,232
[SR-JV80-05 World Collection],89,09,Paila MG,233
[SR-JV80-05 World Collection],89,09,Ethno Bass I,234
[SR-JV80-05 World Collection],89,09,Ethno Bass 2,235
[SR-JV80-05 World Collection],89,09,Earth Com Bs,236
[SR-JV80-05 World Collection],89,09,Clay HouseBs,237
[SR-JV80-05 World Collection],89,09,Berimbass,238
[SR-JV80-05 World Collection],89,09,Hunter,239
[SR-JV80-05 World Collection],89,09,Jawskin,240
[SR-JV80-05 World Collection],89,09,JawHarp Menu,241
[SR-JV80-05 World Collection],89,09,AfricaVoices,242
[SR-JV80-05 World Collection],89,09,Voice Set,243
[SR-JV80-05 World Collection],89,09,Zaghruta,244
[SR-JV80-05 World Collection],89,09,Maiting Call,245
[SR-JV80-05 World Collection],89,09,Lost my way.,246
[SR-JV80-05 World Collection],89,09,PlayLoHi F#m,247
[SR-JV80-05 World Collection],89,09,Going Deep,248
[SR-JV80-05 World Collection],89,09,Worm Hofe,249
[SR-JV80-05 World Collection],89,09,Ethno Splash,250
[SR-JV80-05 World Collection],89,09,DinosaurPark,251
[SR-JV80-05 World Collection],89,09,BackwardGong,252
[SR-JV80-05 World Collection],89,09,AfricanQueen,253
[SR-JV80-05 World Collection],89,09,BedRock 5.30,254
[SR-JV80-06 Dance],89,10,All night!,0
[SR-JV80-06 Dance],89,10,Tune Up,1
[SR-JV80-06 Dance],89,10,Acidic Grv,2
[SR-JV80-06 Dance],89,10,Techno'Hood,3
[SR-JV80-06 Dance],89,10,Space Groove,4
[SR-JV80-06 Dance],89,10,Odd FXM Loop,5
[SR-JV80-06 Dance],89,10,Ultrarave,6
[SR-JV80-06 Dance],89,10,Easy R&B 83,7
[SR-JV80-06 Dance],89,10,Caveman 83,8
[SR-JV80-06 Dance],89,10,SoulShake 83,9
[SR-JV80-06 Dance],89,10,HipHop Jz 88,10
[SR-JV80-06 Dance],89,10,Homeboy 88,11
[SR-JV80-06 Dance],89,10,Gangsta 1 94,12
[SR-JV80-06 Dance],89,10,Gangsta 2 94,13
[SR-JV80-06 Dance],89,10,Nite'Hood 94,14
[SR-JV80-06 Dance],89,10,Party Jam 94,15
[SR-JV80-06 Dance],89,10,S2S 909 94,16
[SR-JV80-06 Dance],89,10,Ragga,17
[SR-JV80-06 Dance],89,10,DeepGrine 94,18
[SR-JV80-06 Dance],89,10,lopendsw 100,19
[SR-JV80-06 Dance],89,10,Danger 100,20
[SR-JV80-06 Dance],89,10,Breakdwn 100,21
[SR-JV80-06 Dance],89,10,Owl'Hood 100,22
[SR-JV80-06 Dance],89,10,Lo-Fi 100,23
[SR-JV80-06 Dance],89,10,Soulmate 106,24
[SR-JV80-06 Dance],89,10,Swingtmb 106,25
[SR-JV80-06 Dance],89,10,Squeaky 110,26
[SR-JV80-06 Dance],89,10,Swingin' 110,27
[SR-JV80-06 Dance],89,10,Shufflin'110,28
[SR-JV80-06 Dance],89,10,Suprise1 116,29
[SR-JV80-06 Dance],89,10,Suprise2 116,30
[SR-JV80-06 Dance],89,10,Perc Jam 116,31
[SR-JV80-06 Dance],89,10,909Dsco1 120,32
[SR-JV80-06 Dance],89,10,909Dsco2 120,33
[SR-JV80-06 Dance],89,10,909Dsco3 120,34
[SR-JV80-06 Dance],89,10,Superfly 120,35
[SR-JV80-06 Dance],89,10,DiscoCga 120,36
[SR-JV80-06 Dance],89,10,Caravan 120,37
[SR-JV80-06 Dance],89,10,Jungle 1 124,38
[SR-JV80-06 Dance],89,10,808CowBl 124,39
[SR-JV80-06 Dance],89,10,Jungle 2 124,40
[SR-JV80-06 Dance],89,10,Cruisin' 124,41
[SR-JV80-06 Dance],89,10,909Swing 124,42
[SR-JV80-06 Dance],89,10,Human Bt 124,43
[SR-JV80-06 Dance],89,10,Mover 124,44
[SR-JV80-06 Dance],89,10,Jazzy,45
[SR-JV80-06 Dance],89,10,909 Pump 130,46
[SR-JV80-06 Dance],89,10,Jammin' 130,47
[SR-JV80-06 Dance],89,10,HipHouse 130,48
[SR-JV80-06 Dance],89,10,Fancy Sw 130,49
[SR-JV80-06 Dance],89,10,HipNoKik 130,50
[SR-JV80-06 Dance],89,10,FastEuro 136,51
[SR-JV80-06 Dance],89,10,Justice1 136,52
[SR-JV80-06 Dance],89,10,Justice2 136,53
[SR-JV80-06 Dance],89,10,New Jack 136,54
[SR-JV80-06 Dance],89,10,Latin Bt 141,55
[SR-JV80-06 Dance],89,10,Darknian 154,56
[SR-JV80-06 Dance],89,10,Beat Menu 1,57
[SR-JV80-06 Dance],89,10,Beat Menu 2,58
[SR-JV80-06 Dance],89,10,Beat Menu 3,59
[SR-JV80-06 Dance],89,10,Beat Menu 4,60
[SR-JV80-06 Dance],89,10,Dance Split,61
[SR-JV80-06 Dance],89,10,Dance Piano,62
[SR-JV80-06 Dance],89,10,Odd Piano,63
[SR-JV80-06 Dance],89,10,House Piano,64
[SR-JV80-06 Dance],89,10,Bright Piano,65
[SR-JV80-06 Dance],89,10,Velo Piano,66
[SR-JV80-06 Dance],89,10,Simple Piano,67
[SR-JV80-06 Dance],89,10,Night Moods,68
[SR-JV80-06 Dance],89,10,50's Organ,69
[SR-JV80-06 Dance],89,10,Organ Tong,70
[SR-JV80-06 Dance],89,10,Organic,71
[SR-JV80-06 Dance],89,10,Old Organ,72
[SR-JV80-06 Dance],89,10,Mod Amb.Pipe,73
[SR-JV80-06 Dance],89,10,Notre Dame,74
[SR-JV80-06 Dance],89,10,Legato Synth,75
[SR-JV80-06 Dance],89,10,Summer Time,76
[SR-JV80-06 Dance],89,10,Def Lead,77
[SR-JV80-06 Dance],89,10,Minor Rave,78
[SR-JV80-06 Dance],89,10,Major Rave,79
[SR-JV80-06 Dance],89,10,Dance Lead,80
[SR-JV80-06 Dance],89,10,Sync Lead,81
[SR-JV80-06 Dance],89,10,HyperHiPass,82
[SR-JV80-06 Dance],89,10,Mono Raver,83
[SR-JV80-06 Dance],89,10,Mod-Trance 1,84
[SR-JV80-06 Dance],89,10,Mod-Trance 2,85
[SR-JV80-06 Dance],89,10,Rave at home,86
[SR-JV80-06 Dance],89,10,ResoLoot,87
[SR-JV80-06 Dance],89,10,Square Tone,88
[SR-JV80-06 Dance],89,10,Trianglular,89
[SR-JV80-06 Dance],89,10,JP Sub-Synth,90
[SR-JV80-06 Dance],89,10,Saxy Jam,91
[SR-JV80-06 Dance],89,10,Reso Pad,92
[SR-JV80-06 Dance],89,10,Fat Stack,93
[SR-JV80-06 Dance],89,10,ResoSequence,94
[SR-JV80-06 Dance],89,10,Common Synth,95
[SR-JV80-06 Dance],89,10,NewAnalogEra,96
[SR-JV80-06 Dance],89,10,Monstrousnes,97
[SR-JV80-06 Dance],89,10,Sharpy,98
[SR-JV80-06 Dance],89,10,Dance Arp,99
[SR-JV80-06 Dance],89,10,Oddigeree,100
[SR-JV80-06 Dance],89,10,Monstrousity,101
[SR-JV80-06 Dance],89,10,Arpeggio,102
[SR-JV80-06 Dance],89,10,Dance Seq,103
[SR-JV80-06 Dance],89,10,Fiesta,104
[SR-JV80-06 Dance],89,10,Trance Stab,105
[SR-JV80-06 Dance],89,10,Digistack,106
[SR-JV80-06 Dance],89,10,RaviD'Choir,107
[SR-JV80-06 Dance],89,10,Random Hits,108
[SR-JV80-06 Dance],89,10,Fizzy,109
[SR-JV80-06 Dance],89,10,Eurostab,110
[SR-JV80-06 Dance],89,10,Triumph Stab,111
[SR-JV80-06 Dance],89,10,Street Stab,112
[SR-JV80-06 Dance],89,10,Kik x4,113
[SR-JV80-06 Dance],89,10,Reverse Nz,114
[SR-JV80-06 Dance],89,10,909 Tom,115
[SR-JV80-06 Dance],89,10,HiHat Menu,116
[SR-JV80-06 Dance],89,10,Rev Cymbal,117
[SR-JV80-06 Dance],89,10,Bang x2,118
[SR-JV80-06 Dance],89,10,Ragga Hit,119
[SR-JV80-06 Dance],89,10,Fly Chord,120
[SR-JV80-06 Dance],89,10,Ravin'Chor s,121
[SR-JV80-06 Dance],89,10,Powertechit,122
[SR-JV80-06 Dance],89,10,Organ Hits,123
[SR-JV80-06 Dance],89,10,Choralvibe,124
[SR-JV80-06 Dance],89,10,Trancey,125
[SR-JV80-06 Dance],89,10,Sharp Hit,126
[SR-JV80-06 Dance],89,10,Mc Hit x3,127
[SR-JV80-06 Dance],89,11,Kutt Hit,128
[SR-JV80-06 Dance],89,11,Galaxy Hit,129
[SR-JV80-06 Dance],89,11,Reggae Chord,130
[SR-JV80-06 Dance],89,11,Saw Horn x2,131
[SR-JV80-06 Dance],89,11,Rave Hit,132
[SR-JV80-06 Dance],89,11,Vinyl Opera,133
[SR-JV80-06 Dance],89,11,Movin'Hit,134
[SR-JV80-06 Dance],89,11,2Tone Hit,135
[SR-JV80-06 Dance],89,11,Club Hit x4,136
[SR-JV80-06 Dance],89,11,Big Ol'Stab,137
[SR-JV80-06 Dance],89,11,Loopbits x2,138
[SR-JV80-06 Dance],89,11,Slide Fx x2,139
[SR-JV80-06 Dance],89,11,Spooky,140
[SR-JV80-06 Dance],89,11,Section Hit,141
[SR-JV80-06 Dance],89,11,Gtr Fx x4,142
[SR-JV80-06 Dance],89,11,Breath Fx x4,143
[SR-JV80-06 Dance],89,11,Sax Fx x3,144
[SR-JV80-06 Dance],89,11,Tpt Fx x3,145
[SR-JV80-06 Dance],89,11,Scratch x4,146
[SR-JV80-06 Dance],89,11,Scratch Loop,147
[SR-JV80-06 Dance],89,11,Stab Scratch,148
[SR-JV80-06 Dance],89,11,Record Noize,149
[SR-JV80-06 Dance],89,11,Fizzzz,150
[SR-JV80-06 Dance],89,11,Hurray!,151
[SR-JV80-06 Dance],89,11,Sci-Fi,152
[SR-JV80-06 Dance],89,11,Whoo-Whoo!,153
[SR-JV80-06 Dance],89,11,Zigzag,154
[SR-JV80-06 Dance],89,11,Hip alarm,155
[SR-JV80-06 Dance],89,11,ScratchMenu1,156
[SR-JV80-06 Dance],89,11,ScratchMenu2,157
[SR-JV80-06 Dance],89,11,ScratchMenu3,158
[SR-JV80-06 Dance],89,11,Tape Spin,159
[SR-JV80-06 Dance],89,11,Noise Menu,160
[SR-JV80-06 Dance],89,11,PiknMixnMod,161
[SR-JV80-06 Dance],89,11,Manic Shots,162
[SR-JV80-06 Dance],89,11,Sonic Stabs,163
[SR-JV80-06 Dance],89,11,Stylostab,164
[SR-JV80-06 Dance],89,11,CutOffSnare,165
[SR-JV80-06 Dance],89,11,Selecta Drum,166
[SR-JV80-06 Dance],89,11,Trans Vox,167
[SR-JV80-06 Dance],89,11,Aaaah!,168
[SR-JV80-06 Dance],89,11,Ahoo Yell,169
[SR-JV80-06 Dance],89,11,Oohh!!,170
[SR-JV80-06 Dance],89,11,Madmam,171
[SR-JV80-06 Dance],89,11,Oooh Yeah!,172
[SR-JV80-06 Dance],89,11,Bah,173
[SR-JV80-06 Dance],89,11,And!,174
[SR-JV80-06 Dance],89,11,Aaa!,175
[SR-JV80-06 Dance],89,11,Hey,176
[SR-JV80-06 Dance],89,11,Baby,177
[SR-JV80-06 Dance],89,11,Yeah-Yeah,178
[SR-JV80-06 Dance],89,11,Oooooooooo,179
[SR-JV80-06 Dance],89,11,Whoooooooo,180
[SR-JV80-06 Dance],89,11,No-No,181
[SR-JV80-06 Dance],89,11,OOO^^^^^^^,182
[SR-JV80-06 Dance],89,11,Aaaa^^^^^^,183
[SR-JV80-06 Dance],89,11,Laugh-Mix,184
[SR-JV80-06 Dance],89,11,Vocamatic,185
[SR-JV80-06 Dance],89,11,Girl Ah,186
[SR-JV80-06 Dance],89,11,Vox Menu,187
[SR-JV80-06 Dance],89,11,Rev Vox Menu,188
[SR-JV80-06 Dance],89,11,Here We Go!,189
[SR-JV80-06 Dance],89,11,Outhere Pad,190
[SR-JV80-06 Dance],89,11,Tekno Voices,191
[SR-JV80-06 Dance],89,11,Old Strings,192
[SR-JV80-06 Dance],89,11,Dance String,193
[SR-JV80-06 Dance],89,11,Terminator,194
[SR-JV80-06 Dance],89,11,AmbientSweep,195
[SR-JV80-06 Dance],89,11,Ambient BPF,196
[SR-JV80-06 Dance],89,11,Oper'Ambient,197
[SR-JV80-06 Dance],89,11,AmbientPad 1,198
[SR-JV80-06 Dance],89,11,AmbientPad 2,199
[SR-JV80-06 Dance],89,11,Lunar Orbit,200
[SR-JV80-06 Dance],89,11,Fly-by Pad,201
[SR-JV80-06 Dance],89,11,Sync Pad,202
[SR-JV80-06 Dance],89,11,Urban Pid,203
[SR-JV80-06 Dance],89,11,Deep Analog,204
[SR-JV80-06 Dance],89,11,Garage Pad,205
[SR-JV80-06 Dance],89,11,UK Slwing Pad,206
[SR-JV80-06 Dance],89,11,Warriors,207
[SR-JV80-06 Dance],89,11,Br.Jupiters,208
[SR-JV80-06 Dance],89,11,M+C Big Pad,209
[SR-JV80-06 Dance],89,11,Wonderous Pd,210
[SR-JV80-06 Dance],89,11,Super OB,211
[SR-JV80-06 Dance],89,11,Euro Srings,212
[SR-JV80-06 Dance],89,11,Sweep Beat,213
[SR-JV80-06 Dance],89,11,Nice-n-Easy,214
[SR-JV80-06 Dance],89,11,World Muzic,215
[SR-JV80-06 Dance],89,11,Tri-dent Brs,216
[SR-JV80-06 Dance],89,11,Dance Brass,217
[SR-JV80-06 Dance],89,11,Space Bass,218
[SR-JV80-06 Dance],89,11,Clix Bass,219
[SR-JV80-06 Dance],89,11,System 100m,220
[SR-JV80-06 Dance],89,11,Synbass Five,221
[SR-JV80-06 Dance],89,11,Rawsaw Bass,222
[SR-JV80-06 Dance],89,11,Groove Bass,223
[SR-JV80-06 Dance],89,11,Metalrezo Bs,224
[SR-JV80-06 Dance],89,11,VCF Bass,225
[SR-JV80-06 Dance],89,11,Sharp Rezo,226
[SR-JV80-06 Dance],89,11,Technopop Bs,227
[SR-JV80-06 Dance],89,11,Acid Tripper,228
[SR-JV80-06 Dance],89,11,Hood Bass,229
[SR-JV80-06 Dance],89,11,Housine Bs,230
[SR-JV80-06 Dance],89,11,Anti-digital,231
[SR-JV80-06 Dance],89,11,Dual VCF Bs,232
[SR-JV80-06 Dance],89,11,Comic Bass,233
[SR-JV80-06 Dance],89,11,TB-303 Bs 1,234
[SR-JV80-06 Dance],89,11,TB-303 Bs 2,235
[SR-JV80-06 Dance],89,11,SH-101 Bs 1,236
[SR-JV80-06 Dance],89,11,SH-101 Bs 2,237
[SR-JV80-06 Dance],89,11,SH-101 Bs 3,238
[SR-JV80-06 Dance],89,11,SH-101 Bs 4,239
[SR-JV80-06 Dance],89,11,SH-101 Bs 5,240
[SR-JV80-06 Dance],89,11,How Odd?!,241
[SR-JV80-06 Dance],89,11,Hell House,242
[SR-JV80-06 Dance],89,11,Nightmare!!!,243
[SR-JV80-06 Dance],89,11,Flangehead,244
[SR-JV80-06 Dance],89,11,Doublefunky,245
[SR-JV80-06 Dance],89,11,Mystical,246
[SR-JV80-06 Dance],89,11,Sci-Fi Sweep,247
[SR-JV80-06 Dance],89,11,Drum Set 1,248
[SR-JV80-06 Dance],89,11,Drum Set 2,249
[SR-JV80-06 Dance],89,11,Drum Set 3,250
[SR-JV80-06 Dance],89,11,Drum Set 4,251
[SR-JV80-06 Dance],89,11,Drum Set 5,252
[SR-JV80-06 Dance],89,11,Drum Set 6,253
[SR-JV80-06 Dance],89,11,Drum Set 7,254
[SR-JV80-07 Super Sound Set],89,12,Ac.Piano 1,0
[SR-JV80-07 Super Sound Set],89,12,Ac.Piano 2,1
[SR-JV80-07 Super Sound Set],89,12,Soft Piano,2
[SR-JV80-07 Super Sound Set],89,12,U-220 APiano,3
[SR-JV80-07 Super Sound Set],89,12,FortePiano,4
[SR-JV80-07 Super Sound Set],89,12,Honky Tonk,5
[SR-JV80-07 Super Sound Set],89,12,Pop Piano,6
[SR-JV80-07 Super Sound Set],89,12,Dusty Piano,7
[SR-JV80-07 Super Sound Set],89,12,NewAge Piano,8
[SR-JV80-07 Super Sound Set],89,12,E.Grand 1,9
[SR-JV80-07 Super Sound Set],89,12,E.Grand 2,10
[SR-JV80-07 Super Sound Set],89,12,E.Grand mod,11
[SR-JV80-07 Super Sound Set],89,12,U-220 EGrand,12
[SR-JV80-07 Super Sound Set],89,12,Stage EGrand,13
[SR-JV80-07 Super Sound Set],89,12,E.Grand ff,14
[SR-JV80-07 Super Sound Set],89,12,E.Piano mod,15
[SR-JV80-07 Super Sound Set],89,12,Soft Rhodes,16
[SR-JV80-07 Super Sound Set],89,12,St.Rhodes,17
[SR-JV80-07 Super Sound Set],89,12,Tremolo EP,18
[SR-JV80-07 Super Sound Set],89,12,Long is...,19
[SR-JV80-07 Super Sound Set],89,12,...the Road,20
[SR-JV80-07 Super Sound Set],89,12,High Rhodes,21
[SR-JV80-07 Super Sound Set],89,12,Bright EP 1,22
[SR-JV80-07 Super Sound Set],89,12,Bright EP 2,23
[SR-JV80-07 Super Sound Set],89,12,Bright EP 3,24
[SR-JV80-07 Super Sound Set],89,12,Bright EP 4,25
[SR-JV80-07 Super Sound Set],89,12,Syn.E.Piano,26
[SR-JV80-07 Super Sound Set],89,12,Xmod E.Piano,27
[SR-JV80-07 Super Sound Set],89,12,<D>gtalPiano,28
[SR-JV80-07 Super Sound Set],89,12,Hps Front 1,29
[SR-JV80-07 Super Sound Set],89,12,Hps Front 2,30
[SR-JV80-07 Super Sound Set],89,12,Hps Front 3,31
[SR-JV80-07 Super Sound Set],89,12,Hps Back 1,32
[SR-JV80-07 Super Sound Set],89,12,Hps Back 2,33
[SR-JV80-07 Super Sound Set],89,12,Hps Back 3,34
[SR-JV80-07 Super Sound Set],89,12,Hps Back 1T,35
[SR-JV80-07 Super Sound Set],89,12,Hps F/B,36
[SR-JV80-07 Super Sound Set],89,12,Hps F4/B,37
[SR-JV80-07 Super Sound Set],89,12,Hps F/B/B4,38
[SR-JV80-07 Super Sound Set],89,12,Hps Lute 1,39
[SR-JV80-07 Super Sound Set],89,12,Hps Lute 2,40
[SR-JV80-07 Super Sound Set],89,12,Hps Lute 3,41
[SR-JV80-07 Super Sound Set],89,12,Hps Lute 1T,42
[SR-JV80-07 Super Sound Set],89,12,Medieval Ens,43
[SR-JV80-07 Super Sound Set],89,12,Baroque Ens.,44
[SR-JV80-07 Super Sound Set],89,12,'60 CompKiav,45
[SR-JV80-07 Super Sound Set],89,12,House Clav.,46
[SR-JV80-07 Super Sound Set],89,12,Phase Clav.,47
[SR-JV80-07 Super Sound Set],89,12,Org Flutes 1,48
[SR-JV80-07 Super Sound Set],89,12,Org Flutes 2,49
[SR-JV80-07 Super Sound Set],89,12,Org Flutes 3,50
[SR-JV80-07 Super Sound Set],89,12,Org Flute 8',51
[SR-JV80-07 Super Sound Set],89,12,Church Organ,52
[SR-JV80-07 Super Sound Set],89,12,English Org,53
